250,52,38,16,
251,50,30,19,
252,36,19,13,
253,3,0,0,
254,61,78,29,
255,25,17,13,
256,6,1,1,
257,55,48,24,
258,1,0,0,
259,6,0,0,
260,38,2,2,
261,42,45,18,
262,39,3,3,
263,1,2,0,
264,10,8,4,
265,5,1,1,
266,11,3,2,
267,2,16,0,
268,6,3,2,
269,20,54,4,
270,39,44,23,
271,1,0,0,
272,15,1,1,
273,6,14,3,
274,14,2,1,
275,1,0,0,
276,28,5,5,
277,82,72,39,
278,2,0,0,
279,391,53,51,
280,36,7,6,
281,21,44,13,
282,126,200,46,
283,50,74,40,
284,16,3,3,
285,45,14,9,
286,72,83,53,
287,108,58,45,
288,55,27,21,
289,252,225,161,
290,69,46,16,
291,250,65,62,
292,43,2,2,
293,20,36,10,
294,233,52,48,
295,35,439,29,
296,111,121,73,
297,146,156,79,
298,10,11,7,
299,88,291,63,
300,55,102,20,
301,139,439,116,
302,66,65,31,
303,57,109,20,
304,5,2,2,
305,14,8,4,
306,50,61,26,
307,117,157,17,
308,40,5,5,
309,15,7,6,
310,70,97,42,
311,41,46,25,
312,194,206,167,
313,15,12,9,
314,30,55,13,
315,67,137,49,
316,25,34,18,
317,30,17,12,
318,113,132,60,
319,185,201,98,
320,195,183,73,
321,17,8,6,
322,5,10,4,
323,34,47,25,
324,11,46,8,
325,25,50,13,
326,63,128,47,
327,82,66,32,
328,21,6,3,
329,210,425,165,
330,110,109,109,
331,66,129,60,
332,98,49,44,
333,209,218,141,
334,48,56,25,
335,143,125,74,
336,43,50,19,
337,11,5,4,
338,25,8,6,
339,72,44,39,
340,149,157,82,
341,61,10,10,
342,177,119,85,
343,228,67,58,
344,112,47,38,
345,130,149,104,
346,71,30,15,
347,1,1,1,
348,58,21,19,
349,89,122,58,
350,213,139,120,
351,4,11,4,
352,180,45,40,
353,78,71,46,
354,186,207,94,
355,46,17,12,
356,112,45,43,
357,180,137,91,
358,90,52,33,
359,70,68,43,
360,79,161,64,
361,12,6,6,
362,62,32,29,
363,28,37,4,
364,39,44,23,
365,50,148,34,
366,75,102,45,
367,70,70,70,
368,75,246,66,
369,50,240,32,
370,176,127,104,
371,15,30,14,
372,45,70,23,
373,64,40,20,
374,65,341,52,
375,187,152,104,
376,34,128,29,
377,85,82,68,
378,80,110,22,
379,73,14,13,
380,30,32,11,
381,176,299,153,
382,107,329,70,
383,203,199,127,
384,99,99,48,
385,191,500,115,
386,132,151,109,
387,53,66,48,
388,140,401,97,
389,95,95,95,
390,11,223,7,
391,35,31,14,
392,20,21,7,
393,10,23,10,
394,80,239,59,
395,164,402,128,
396,45,54,18,
397,38,32,18,
398,56,441,56,
399,47,62,27,
400,130,137,92,
401,200,724,169,
402,78,320,65,
403,88,125,42,
404,39,96,25,
405,127,131,103,
406,40,55,33,
407,130,150,113,
408,89,234,69,
409,93,161,78,
410,130,183,101,
411,119,156,94,
412,24,18,6,
413,166,263,128,
414,192,146,126,
415,92,195,42,
416,35,39,12,
417,71,132,39,
418,258,579,172,
419,84,88,57,
420,42,152,38,
421,124,242,80,
422,74,84,47,
423,65,31,21,
424,88,48,29,
425,42,50,9,
426,285,285,285,
427,200,259,145,
428,86,110,66,
429,101,296,51,
430,12,10,2,
431,145,291,80,
432,198,173,73,
433,140,506,138,
434,156,158,109,
435,24,25,16,
436,47,164,26,
437,78,79,48,
438,36,517,21,
439,107,76,41,
440,56,298,46,
441,79,82,55,
442,112,128,76,
443,329,390,196,
444,37,60,19,
445,246,168,161,
446,106,250,71,
447,261,296,191,
448,43,55,15,
449,197,469,193,
450,3,132,3,
451,112,162,43,
452,140,265,79,
453,71,195,55,
454,29,72,22,
455,156,32,29,
456,42,58,13,
457,11,7,4,
458,11,2,1,
459,109,23,17,
460,50,8,3,
461,16,2,1,
462,1,0,0,
463,6,4,0,
464,1,0,0,
465,12,0,0,
466,167,31,29,
467,23,1,0,
468,5,3,1,
469,35,16,3,
470,10,9,1,
471,13,3,3,
472,1,0,0,
473,69,25,22,
474,1,0,0,
475,21,17,13,
476,2,0,0,
477,2,0,0,
478,5,2,2,
479,2,1,0,
480,17,2,1,
481,219,46,41,
482,4,2,2,
483,24,9,5,
484,37,10,8,
485,83,30,12,
486,8,2,2,
487,66,9,8,
488,62,8,6,
489,1,0,0,
490,15,8,7,
491,1,0,0,
492,391,70,63,
493,102,14,10,
494,4,1,0,
495,6,0,0,
496,2,2,0,
497,35,10,8,
498,5,0,0,
499,45,15,10,
500,85,17,17,
501,3,0,0,
502,13,4,2,
503,2,2,1,
504,4,0,0,
505,18,5,5,
506,1,0,0,
507,11,0,0,
508,160,96,63,
509,1,0,0,
510,31,7,6,
511,10,2,1,
512,25,15,7,
513,10,5,3,
514,135,30,28,
515,15,8,8,
516,52,108,29,
517,10,2,1,
518,31,11,9,
519,31,35,5,
520,3,0,0,
521,1,1,0,
522,3,1,0,
523,102,26,22,
524,11,1,0,
525,12,4,1,
526,206,32,19,
527,4,1,1,
528,6,1,1,
529,75,41,30,
530,33,33,13,
531,9,2,2,
532,30,8,5,
533,21,1,0,
534,162,137,76,
535,15,4,3,
536,37,18,11,
537,18,10,7,
538,1,0,0,
539,123,41,39,
540,66,70,24,
541,57,63,35,
542,1,0,0,
543,167,16,16,
544,48,61,22,
545,156,114,105,
546,422,423,422,
547,69,159,39,
548,0,154,0,
549,120,491,68,
550,152,657,146,
551,174,318,146,
552,112,143,71,
553,62,104,35,
554,79,104,38,
555,113,396,88,
556,153,280,73,
557,55,198,50,
558,69,185,41,
559,101,199,45,
560,68,57,34,
561,46,26,15,
562,31,50,10,
563,342,392,230,
564,125,125,125,
565,138,138,75,
566,45,44,7,
567,30,8,5,
568,25,5,4,
569,44,25,18,
570,51,27,16,
571,4,2,1,
572,53,4,2,
573,40,26,26,
574,6,0,0,
575,66,66,21,
576,236,364,127,
577,3,0,0,
578,12,1,1,
579,132,75,56,
580,13,0,0,
581,57,65,29,
582,77,54,32,
583,11,3,0,
584,77,65,59,
585,1,0,0,
586,269,321,140,
587,13,2,2,
588,104,216,82,
589,25,15,9,
590,419,253,131,
591,51,9,6,
592,104,54,44,
593,51,5,5,
594,74,24,21,
595,20,4,1,
596,21,20,10,
597,95,158,57,
598,18,37,4,
599,60,55,29,
600,276,35,29,
601,34,16,10,
602,71,8,8,
603,13,3,1,
604,30,17,11,
605,20,2,1,
606,135,103,38,
607,209,36,30,
608,6,2,1,
609,46,43,23,
610,131,51,40,
611,88,54,40,
612,69,29,22,
613,8,12,2,
614,34,11,10,
615,70,30,20,
616,201,40,32,
617,154,70,41,
618,173,74,51,
619,16,9,4,
620,227,124,76,
621,13,10,4,
622,99,12,7,
623,57,7,6,
624,82,102,27,
625,165,127,66,
626,26,32,10,
627,102,59,31,
628,71,41,26,
629,513,143,114,
630,93,68,25,
631,86,35,12,
632,76,92,28,
633,15,4,3,
634,1621,378,373,
635,65,36,28,
636,114,46,27,
637,834,268,251,
638,31,3,2,
639,206,298,130,
640,127,170,64,
641,51,30,28,
642,163,41,24,
643,41,54,16,
644,175,160,90,
645,1801,408,367,
646,198,147,91,
647,69,105,56,
648,3,0,0,
649,156,152,74,
650,334,262,93,
651,147,30,24,
652,313,160,74,
653,69,93,36,
654,144,76,67,
655,72,47,20,
656,125,94,44,
657,40,41,9,
658,33,33,14,
659,45,73,30,
660,56,55,36,
661,510,126,118,
662,20,14,4,
663,367,353,236,
664,131,302,78,
665,26,223,17,
666,50,12,11,
667,35,42,21,
668,83,28,24,
669,94,109,50,
670,57,38,22,
671,62,37,16,
672,20,20,16,
673,47,45,20,
674,39,20,18,
675,39,33,23,
676,74,58,40,
677,43,19,14,
678,67,97,42,
679,148,72,46,
680,80,139,40,
681,28,413,20,
682,258,99,73,
683,80,124,55,
684,251,265,139,
685,126,155,51,
686,73,247,57,
687,13,32,1,
688,28,73,11,
689,177,353,160,
690,0,1,0,
691,25,47,13,
692,45,41,34,
693,56,142,26,
694,68,80,44,
695,2,2,2,
696,186,191,91,
697,57,253,36,
698,13,10,4,
699,86,207,79,
700,46,59,22,
701,26,45,23,
702,60,108,31,
703,70,62,19,
704,270,102,75,
705,182,65,56,
706,1,0,0,
707,54,59,35,
708,130,25,23,
709,100,49,25,
710,6,5,2,
711,22,16,9,
712,48,112,38,
713,11,29,5,
714,13,2,1,
715,88,442,59,
716,45,84,30,
717,99,496,74,
718,58,65,48,
719,80,178,79,
720,98,147,68,
721,44,119,40,
722,163,356,119,
723,150,361,124,
724,69,170,57,
725,274,694,249,
726,85,614,72,
727,89,157,69,
728,80,300,74,
729,44,197,38,
730,112,162,90,
731,72,69,34,
732,102,84,35,
733,138,337,81,
734,16,8,6,
735,236,625,199,
736,22,25,12,
737,372,1317,324,
738,308,524,166,
739,59,9,7,
740,2,0,0,
741,5,0,0,
742,24,7,5,
743,35,8,6,
744,11,12,3,
745,55,133,40,
746,241,127,102,
747,24,19,5,
748,119,73,63,
749,135,23,19,
750,28,16,9,
751,257,229,101,
752,5,1,0,
753,2,2,1,
754,8,3,2,
755,33,6,6,
756,1,1,0,
757,34,10,10,
758,8,4,2,
759,33,11,6,
760,10,2,1,
761,74,7,5,
762,87,18,18,
763,1669,293,280,
764,21,4,3,
765,135,145,115,
766,352,248,171,
767,16,12,7,
768,96,78,26,
769,26,93,19,
770,564,82,70,
771,93,94,71,
772,1,1,0,
773,45,125,29,
774,6,3,3,
775,35,42,11,
776,125,415,101,
777,20,69,7,
778,35,37,17,
779,64,155,50,
780,3,908,3,
781,19,64,6,
782,67,118,37,
783,27,275,15,
784,49,81,34,
785,52,23,16,
786,113,376,73,
787,135,120,43,
788,99,104,41,
789,119,281,83,
790,102,1284,63,
791,37,800,23,
792,107,134,50,
793,150,264,105,
794,129,124,55,
795,33,32,24,
796,17,18,9,
797,9,8,1,
798,17,0,0,
799,5,10,0,
800,1,0,0,
801,20,8,7,
802,79,97,49,
803,26,3,2,
804,51,31,25,
805,37,62,14,
806,1,0,0,
807,15,2,0,
808,88,53,20,
809,46,6,4,
810,4,0,0,
811,8,3,2,
812,57,42,24,
813,30,13,7,
814,90,32,28,
815,55,36,21,
816,6,4,1,
817,23,15,8,
818,113,86,70,
819,11,6,6,
820,32,16,7,
821,75,17,10,
822,58,47,20,
823,69,12,7,
824,647,194,168,
825,67,30,24,
826,134,138,99,
827,89,33,20,
828,132,119,25,
829,89,63,52,
830,35,48,17,
831,235,42,36,
832,58,48,41,
833,52,13,9,
834,9,1,1,
835,3,5,2,
836,30,17,7,
837,188,72,35,
838,42,25,14,
839,97,68,19,
840,110,51,19,
841,10,6,2,
842,1,0,0,
843,128,365,98,
844,155,211,116,
845,77,92,43,
846,33,103,31,
847,68,93,30,
848,214,215,213,
849,139,625,128,
850,103,300,89,
851,77,120,51,
852,148,144,103,
853,227,227,227,
854,50,385,30,
855,2,0,0,
856,12,2,1,
857,4,2,1,
858,40,21,20,
859,10,2,0,
860,140,330,112,
861,2,0,0,
862,69,84,57,
863,101,187,86,
864,7,9,2,
865,16,1,1,
866,3,0,0,
867,26,11,4,
868,2,0,0,
869,6,1,1,
870,15,8,3,
871,4,4,3,
872,62,20,15,
873,70,101,49,
874,51,86,18,
875,1,0,0,
876,18,7,3,
877,2,1,0,
878,18,10,8,
879,87,340,63,
880,1,0,0,
881,102,45,27,
882,20,5,5,
883,267,358,236,
884,6,2,1,
885,3,4,2,
886,31,8,3,
887,70,22,18,
888,48,209,26,
889,2,0,0,
890,75,42,24,
891,48,10,7,
892,21,0,0,
893,5,4,3,
894,1,0,0,
895,1,0,0,
896,32,55,7,
897,1,0,0,
898,246,86,55,
899,2,1,0,
900,21,4,2,
901,24,7,6,
902,47,23,20,
903,24,8,5,
904,5,5,2,
905,30,2,1,
906,56,22,18,
907,56,22,22,
908,63,34,23,
909,226,140,84,
910,24,24,15,
911,60,37,27,
912,64,33,31,
913,186,173,71,
914,3,0,0,
915,15,1,1,
916,72,122,43,
917,174,123,103,
918,226,497,164,
919,37,20,9,
920,11,87,2,
921,4,0,0,
922,2,0,0,
923,211,208,146,
924,36,11,5,
925,83,104,38,
926,15,63,9,
927,61,112,30,
928,1,0,0,
929,36,4,4,
930,30,41,19,
931,13,9,5,
932,74,86,42,
933,5,1,1,
934,41,21,11,
935,2,0,0,
936,12,1,1,
937,3,0,0,
938,43,68,17,
939,3,0,0,
940,9,3,2,
941,3,1,1,
942,251,112,85,
943,71,22,18,
944,18,43,12,
945,36,14,14,
946,70,42,24,
947,158,39,30,
948,10,2,1,
949,15,7,0,
950,44,5,5,
951,66,35,13,
952,26,123,16,
953,34,50,17,
954,136,139,67,
955,177,122,75,
956,76,43,20,
957,68,81,30,
958,2,0,0,
959,6,0,0,
960,67,11,9,
961,25,31,8,
962,58,4,2,
963,10,1,1,
964,54,13,12,
965,77,207,68,
966,31,30,20,
967,31,2,2,
968,72,8,6,
969,122,97,72,
970,203,57,33,
971,144,97,73,
972,92,126,34,
973,81,266,31,
974,40,47,32,
975,170,213,127,
976,75,175,56,
977,11,4,3,
978,46,13,10,
979,44,118,34,
980,69,73,44,
981,16,90,10,
982,53,54,29,
983,92,101,47,
984,31,23,14,
985,64,57,24,
986,8,42,8,
987,55,57,23,
988,54,47,31,
989,65,111,51,
990,28,38,15,
991,99,102,68,
992,35,31,16,
993,58,217,38,
994,42,160,38,
995,29,29,29,
996,42,147,26,
997,136,218,65,
998,55,104,36,
999,32,186,27,
1000,48,29,22,
1001,25,26,23,
1002,64,88,43,
1003,84,79,51,
1004,43,117,29,
1005,22,103,19,
1006,55,49,44,
1007,34,30,11,
1008,49,118,33,
1009,81,93,80,
1010,17,14,6,
1011,57,100,34,
1012,28,45,12,
1013,95,101,72,
1014,162,372,112,
1015,43,58,32,
1016,289,157,128,
1017,41,30,14,
1018,88,66,29,
1019,42,40,27,
1020,74,257,59,
1021,112,118,41,
1022,81,64,43,
1023,154,358,120,
1024,79,303,41,
1025,59,106,32,
1026,57,48,22,
1027,68,114,53,
1028,67,163,23,
1029,120,577,118,
1030,46,62,16,
1031,61,98,26,
1032,82,96,47,
1033,138,140,107,
1034,2,1,1,
1035,115,162,66,
1036,118,159,88,
1037,68,121,54,
1038,4,3,2,
1039,12,1,1,
1040,39,2,2,
1041,4,0,0,
1042,20,3,3,
1043,3,1,0,
1044,68,28,24,
1045,9,7,5,
1046,19,9,5,
1047,4,3,1,
1048,7,1,1,
1049,35,18,15,
1050,2,0,0,
1051,11,4,2,
1052,9,0,0,
1053,3,0,0,
1054,3,0,0,
1055,4,2,1,
1056,60,38,29,
1057,46,13,8,
1058,21,6,4,
1059,761,71,67,
1060,6,1,1,
1062,1,0,0,
1063,3,2,2,
1064,4,7,2,
1065,5,0,0,
1066,18,7,6,
1067,10,1,0,
1068,10,1,1,
1069,63,86,30,
1070,7,1,1,
1071,22,26,21,
1072,45,13,5,
1073,19,19,10,
1074,11,0,0,
1075,159,397,108,
1076,3,0,0,
1077,44,35,10,
1078,6,2,1,
1079,2,0,0,
1080,3,1,0,
1081,6,0,0,
1082,6,0,0,
1083,155,124,93,
1084,121,12,12,
1085,31,27,20,
1086,10,10,4,
1087,0,1,0,
1088,4,2,1,
1089,5,2,1,
1090,2,7,1,
1091,8,3,1,
1092,2,0,0,
1093,71,11,10,
1094,16,12,9,
1097,1,0,0,
1098,33,14,8,
1099,6,6,2,
1100,2,0,0,
1101,5,2,1,
1102,104,54,35,
1103,34,19,15,
1104,11,9,9,
1105,25,26,15,
1106,76,89,36,
1107,31,19,8,
1108,67,203,60,
1109,23,34,16,
1110,39,44,23,
1111,135,317,119,
1112,65,70,22,
1113,6,0,0,
1114,26,29,10,
1115,1,1,0,
1116,3,2,1,
1117,10,1,1,
1118,10,9,4,
1119,32,32,26,
1120,37,65,16,
1121,5,7,5,
1122,14,17,8,
1123,44,31,13,
1124,35,32,11,
1125,7,12,3,
1126,45,49,33,
1127,18,20,11,
1128,64,99,45,
1129,86,284,73,
1130,18,6,2,
1131,1,0,0,
1132,26,6,4,
1133,32,25,15,
1134,1,1,0,
1135,17,8,2,
1136,19,4,2,
1137,11,1,0,
1138,9,1,1,
1139,4,0,0,
1140,3,2,1,
1141,17,3,2,
1142,26,35,9,
1143,40,28,24,
1144,35,44,15,
1145,52,36,26,
1146,5,3,0,
1147,71,82,48,
1148,5,0,0,
1149,23,12,4,
1150,26,8,6,
1151,7,5,1,
1152,106,113,55,
1153,22,19,18,
1154,3,1,0,
1155,14,4,2,
1156,35,28,10,
1157,50,66,27,
1158,32,48,13,
1159,12,2,0,
1160,18,7,5,
1161,32,38,12,
1162,1,4,0,
1163,156,224,133,
1164,109,507,97,
1165,97,49,38,
1166,43,57,25,
1167,114,162,72,
1168,10,14,6,
1169,38,41,23,
1170,56,65,23,
1171,54,174,25,
1172,412,412,412,
1173,77,355,63,
1174,107,129,83,
1175,10,28,6,
1176,11,65,5,
1177,69,326,62,
1178,23,464,23,
1179,85,1166,79,
1180,73,50,18,
1181,116,213,94,
1182,110,74,66,
1183,22,25,9,
1184,94,66,50,
1185,78,164,53,
1186,33,92,18,
1187,20,12,8,
1188,6,6,5,
1189,182,60,57,
1190,174,299,125,
1191,153,586,123,
1192,29,88,26,
1193,4,0,0,
1194,2,0,0,
1195,6,5,2,
1196,41,23,10,
1197,10,6,5,
1198,7,1,0,
1199,8,2,2,
1200,90,96,25,
1201,15,5,5,
1202,13,7,4,
1203,1,0,0,
1204,53,83,27,
1205,12,7,4,
1206,57,131,46,
1207,76,255,47,
1208,1,1,0,
1209,197,30,24,
1210,15,20,6,
1211,76,41,29,
1212,25,20,11,
1213,2,0,0,
1214,3,0,0,
1215,39,4,3,
1216,30,3,3,
1217,24,4,3,
1218,39,53,26,
1219,71,99,44,
1220,1,1,0,
1221,33,9,6,
1222,4,1,0,
1223,62,8,5,
1224,101,209,40,
1225,515,93,85,
1226,1,0,0,
1227,102,60,43,
1228,94,41,23,
1229,15,16,8,
1230,54,33,25,
1231,18,16,10,
1232,34,40,11,
1233,32,51,20,
1234,170,23,17,
1235,32,13,1,
1236,66,39,20,
1237,50,27,24,
1238,82,89,47,
1239,34,28,13,
1240,30,34,17,
1241,34,16,13,
1242,76,11,11,
1243,46,66,35,
1244,16,9,7,
1245,26,26,17,
1246,62,78,58,
1247,193,457,192,
1248,41,83,31,
1249,76,62,45,
1250,171,79,57,
1251,48,45,37,
1252,55,37,28,
1253,47,56,40,
1254,170,152,97,
1255,5,193,5,
1256,37,204,32,
1257,19,19,19,
1258,46,153,31,
1259,133,137,64,
1260,6,4,1,
1261,12,8,5,
1262,60,75,38,
1263,87,93,51,
1264,94,83,60,
1265,26,74,11,
1266,7,1,1,
1267,35,18,16,
1268,5,228,4,
1269,22,3,3,
1270,37,24,20,
1271,38,52,23,
1272,75,145,31,
1273,38,15,8,
1274,111,378,94,
1275,50,38,25,
1276,55,192,29,
1277,68,86,48,
1278,155,46,44,
1279,30,5,3,
1280,50,35,30,
1281,1,4,0,
1282,11,3,2,
1283,198,270,61,
1284,72,13,12,
1285,77,33,27,
1286,23,7,3,
1287,3,0,0,
1288,134,280,65,
1289,19,9,5,
1290,23,21,19,
1291,3,2,1,
1292,1,0,0,
1293,51,52,36,
1294,9,8,5,
1295,11,11,7,
1296,19,38,15,
1297,17,27,11,
1298,5,5,3,
1299,153,80,44,
1300,10,9,5,
1301,26,142,10,
1302,3,3,3,
1303,21,25,9,
1304,136,293,96,
1305,28,110,18,
1306,59,36,20,
1307,9,8,5,
1308,12,5,5,
1309,21,156,18,
1310,18,29,13,
1311,5,9,3,
1312,185,191,139,
1313,77,49,42,
1314,143,152,104,
1315,72,198,28,
1316,34,121,21,
1317,26,22,16,
1318,50,81,28,
1319,46,65,24,
1320,11,13,8,
1321,41,62,23,
1322,67,44,20,
1323,47,288,32,
1324,57,128,25,
1325,17,6,4,
1326,6,1,0,
1327,2,0,0,
1328,4,2,1,
1329,9,4,3,
1330,2,0,0,
1331,15,4,3,
1332,1,0,0,
1333,3,3,1,
1334,2,0,0,
1335,4,2,2,
1336,7,7,5,
1337,2,2,0,
1338,5,1,1,
1339,2,1,0,
1340,13,4,3,
1341,16,1,1,
1342,17,3,2,
1343,49,6,5,
1344,4,1,1,
1345,11,4,1,
1346,184,122,90,
1347,2,3,1,
1348,14,1,1,
1349,36,15,12,
1350,32,33,19,
1351,45,7,4,
1352,23,42,11,
1353,111,36,30,
1354,3,0,0,
1355,4,0,0,
1356,26,2,2,
1357,2,0,0,
1358,10,2,2,
1359,27,32,11,
1360,24,35,7,
1361,36,23,9,
1362,14,0,0,
1363,5,3,2,
1364,39,9,7,
1365,25,35,9,
1366,14,0,0,
1367,1,1,0,
1368,123,108,36,
1369,9,7,2,
1370,54,71,29,
1371,1,0,0,
1372,76,14,10,
1373,37,2,1,
1374,9,7,3,
1375,16,10,4,
1376,30,5,5,
1377,5,2,0,
1378,43,20,14,
1379,345,84,73,
1380,3,0,0,
1381,9,5,1,
1382,17,3,2,
1383,1,4,0,
1384,33,9,4,
1385,5,1,1,
1386,1,0,0,
1387,13,7,4,
1388,14,12,7,
1389,49,28,23,
1390,136,312,89,
1391,18,11,5,
1392,64,216,41,
1393,112,102,36,
1394,21,53,14,
1395,29,17,10,
1396,354,352,192,
1397,71,231,34,
1398,60,623,53,
1399,41,390,28,
1400,104,247,60,
1401,96,522,91,
1402,37,82,15,
1403,45,175,33,
1404,52,58,18,
1405,47,373,35,
1406,122,155,72,
1407,84,156,31,
1408,60,94,19,
1409,368,368,368,
1410,44,21,15,
1411,233,233,233,
1412,65,157,40,
1413,14,7,7,
1414,32,19,13,
1415,23,9,8,
1416,11,5,1,
1417,5,25,3,
1418,9,2,1,
1419,18,7,2,
1420,1,0,0,
1421,4,1,1,
1422,14,6,3,
1423,69,56,6,
1424,38,131,16,
1425,14,2,0,
1426,5,1,1,
1427,9,1,0,
1428,201,127,50,
1429,37,378,18,
1430,69,85,31,
1431,118,88,45,
1432,60,441,26,
1433,54,121,30,
1434,119,131,77,
1435,76,107,34,
1436,138,181,62,
1437,62,214,41,
1438,136,261,85,
1439,39,136,16,
1440,181,618,76,
1441,198,88,52,
1442,26,62,15,
1443,278,84,69,
1444,5,8,4,
1445,174,64,40,
1446,51,121,19,
1447,168,50,35,
1448,170,63,52,
1449,26,22,10,
1450,180,72,64,
1451,11,3,3,
1452,12,8,4,
1453,153,41,35,
1454,44,30,7,
1455,209,81,47,
1456,28,12,6,
1457,33,62,19,
1458,58,17,12,
1459,50,23,12,
1460,92,166,36,
1461,15,18,3,
1462,100,37,33,
1463,40,113,24,
1464,3,1,0,
1465,105,56,44,
1466,24,29,9,
1467,16,9,8,
1468,8,3,1,
1469,70,32,19,
1470,29,21,7,
1471,120,269,80,
1472,64,147,42,
1473,35,25,8,
1474,126,18,18,
1475,173,104,78,
1476,322,227,169,
1477,26,26,10,
1478,16,12,6,
1479,111,76,45,
1480,32,9,7,
1481,111,65,27,
1482,10,8,1,
1483,210,143,52,
1484,53,42,33,
1485,36,16,15,
1486,45,15,13,
1487,143,32,24,
1488,9,1,1,
1489,206,38,37,
1490,107,49,36,
1491,23,15,8,
1492,38,10,5,
1493,23,9,6,
1494,290,81,77,
1495,95,57,26,
1496,40,46,8,
1497,39,24,7,
1498,88,137,61,
1499,3,3,2,
1500,62,9,7,
1501,382,104,88,
